Time ,N (m),E (m),gndAlt,velLL X  ,velLL Y  ,velLL Z  ,Roll ,Pitch,Yaw  ,Body Accel Z,Nav Acc Z,Nav Yaw Rate,Baro Update Count,GPS Update Count,Accel Update Count,Ground Align Update Count,Nav Roll,Nav Pitch,Accel Bias X (g),Accel Bias Y (g),Accel Bias Z (g),Gravity,Gravity Bias,Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,N Error (m),E Error (m),Alt Error (m),Acc Body X Error,Acc Body Y Error,Acc Body Z Error,p Error,q Error,r Error,Roll Stdev,Pitch Stdev,Yaw Stdev,N Stdev,E Stdev,Alt Stdev,VN Stdev,VE Stdev,VD Stdev,
25.500000,-17.096712,27.367046,25.316522,0.799745,3.691654,-1.582623,1.720998,-0.319185,44.885467,-0.038491,0.110685,0.055623,24.000000,25.000000,38.000000,0.000000,-0.002483,0.002108,0.007515,-0.002994,-0.081028,9.819429,-0.000000,-1.724474,0.322346,-24.443379,0.022720,0.255832,0.083581,-1.747491,0.538604,0.328346,-0.089016,0.086114,0.107881,-0.020701,0.031605,0.048953,0.511554,0.500366,18.577461,1.425285,1.404989,0.216621,0.257316,0.251629,0.126104,
26.000000,-18.126933,28.972029,26.568259,0.810688,3.764748,-1.588174,1.717048,-0.314611,44.882064,-0.059311,0.109885,0.050534,24.000000,25.000000,38.000000,0.000000,-0.002597,0.001904,0.007515,-0.002994,-0.081028,9.819427,-0.000000,-1.720667,0.317612,-24.447650,0.031257,0.275766,0.089435,-1.734031,0.671876,0.371537,-0.088030,0.085867,0.109147,-0.018999,0.023284,0.047603,0.515641,0.506212,18.577606,1.517932,1.494097,0.265502,0.268772,0.264675,0.139257,
26.500000,-19.178538,30.606045,27.870228,0.820695,3.834551,-1.584251,1.712200,-0.310005,44.878857,-0.047660,0.113694,0.055623,25.000000,26.000000,38.000000,0.000000,-0.003289,0.001876,0.007828,-0.002511,-0.081010,9.819425,-0.000000,-1.716495,0.312887,-25.332429,0.121752,0.238707,0.085611,-1.544187,0.380679,0.381893,-0.089365,0.082268,0.108244,-0.021567,0.030325,0.048865,0.519636,0.511990,18.458668,1.418010,1.400956,0.216586,0.249787,0.248807,0.126061,
27.000000,-20.250821,32.267797,29.275658,0.829888,3.901664,-1.590027,1.708876,-0.305042,44.875587,-0.062603,0.114489,0.051807,25.000000,26.000000,38.000000,0.000000,-0.002716,0.002105,0.007828,-0.002511,-0.081010,9.819422,-0.000000,-1.712573,0.308336,-25.336700,0.128763,0.256642,0.091628,-1.481584,0.504844,0.426122,-0.089261,0.081769,0.110644,-0.021548,0.024042,0.048716,0.523660,0.517705,18.458814,1.507219,1.488828,0.265439,0.261029,0.261556,0.139200,
27.500000,-21.342190,33.954683,30.785557,0.837550,3.962331,-1.431254,1.717022,-0.300337,44.872656,-0.059336,0.115180,0.053079,26.000000,27.000000,38.000000,0.000000,-0.005125,0.002388,0.007662,-0.002206,-0.080756,9.819418,-0.000002,-1.723086,0.303897,-26.591401,0.350133,0.302816,-0.066035,-0.734441,0.432450,0.036201,-0.086508,0.078165,0.109427,-0.022131,0.024885,0.049414,0.527598,0.523356,18.388991,1.410462,1.397161,0.216551,0.244273,0.246280,0.126019,
28.000000,-22.453032,35.666908,32.240566,0.845331,4.025980,-1.437461,1.715313,-0.297060,44.869006,-0.046279,0.103207,0.055623,26.000000,27.000000,38.000000,0.000000,-0.002975,0.001281,0.007662,-0.002206,-0.080756,9.819415,-0.000002,-1.719235,0.299357,-26.595514,0.359195,0.319768,-0.061214,-0.557126,0.588395,0.004301,-0.086498,0.079119,0.103341,-0.018067,0.029378,0.047981,0.531562,0.528948,18.389137,1.496672,1.483914,0.265379,0.255860,0.258801,0.139145,
28.500000,-23.583316,37.404183,33.676013,0.852472,4.087597,-1.481605,1.706826,-0.290347,44.865715,-0.034414,0.113326,0.053079,27.000000,28.000000,38.000000,0.000000,-0.002180,0.001759,0.008381,-0.001889,-0.080811,9.819414,-0.000001,-1.710018,0.293229,-27.707386,0.397888,0.289190,-0.018362,-0.342438,0.501919,0.052982,-0.093177,0.076704,0.102098,-0.024871,0.026604,0.048572,0.535443,0.534477,18.344991,1.402850,1.393588,0.216517,0.241104,0.243912,0.125978,
29.000000,-24.732058,39.164775,35.078877,0.858452,4.144998,-1.486152,1.702360,-0.285181,44.861942,-0.064437,0.106939,0.050534,27.000000,28.000000,38.000000,0.000000,-0.002931,0.002229,0.008381,-0.001889,-0.080811,9.819411,-0.000001,-1.706249,0.288544,-27.711569,0.402894,0.304824,-0.012967,-0.142255,0.650696,0.045077,-0.091640,0.077279,0.106854,-0.027930,0.028179,0.048727,0.539349,0.539954,18.345137,1.486615,1.479297,0.265320,0.253381,0.256094,0.139091,
29.500000,-25.898609,40.947498,36.284479,0.863816,4.200212,-1.516409,1.694998,-0.280971,44.858310,-0.033127,0.114437,0.055623,28.000000,29.000000,38.000000,0.000000,-0.002448,0.001346,0.008934,-0.001169,-0.080843,9.819409,-0.000001,-1.698470,0.283438,-28.815680,0.488629,0.186702,0.016571,0.282539,-0.567594,0.114374,-0.095429,0.071663,0.106078,-0.019974,0.030542,0.048741,0.543183,0.545373,18.305274,1.395472,1.390211,0.216484,0.240537,0.241593,0.125939,
30.000000,-27.082070,42.750870,37.340223,0.868300,4.251881,-1.521083,1.691408,-0.275488,44.854658,-0.059422,0.116829,0.053079,28.000000,29.000000,38.000000,0.000000,-0.002384,0.002020,0.008934,-0.001169,-0.080843,9.819407,-0.000001,-1.694654,0.278706,-28.819979,0.490884,0.199242,0.022205,0.527402,-0.470886,0.123981,-0.094778,0.073474,0.110278,-0.025708,0.030289,0.048639,0.547034,0.550741,18.305421,1.477428,1.474926,0.265262,0.254035,0.253489,0.139039,
